dataset,algorithm,n_gen,pop_size,cross_prob,weights,execution_time,maintenance_batches,maintenance_duration,consolidation_rate,sla_violations,migrations,overall_migration_duration,avg_migration_duration,longest_migration_duration,vulnerability_surface,overloaded_servers,sla_violations_per_batch,updated_servers_per_batch,outdated_servers_per_batch,safeguarded_services_per_batch,vulnerable_services_per_batch,maintenance_duration_per_batch,migrations_duration_per_batch,duration_of_each_migration
dataset1,laxus,500,120,0.5,0,1020.96399,5,4816,41.5000,12,121,2566,8.573684211,96,169584,0,[0; 0; 0; 6; 6],[11; 11; 26; 26; 40],[29; 29; 14; 14; 0],[0; 33; 33; 90; 90],[90; 57; 57; 0; 0],[750; 1870; 2620; 4066; 4816],[0; 1120.0; 0; 1446.0; 0],[24.0; 24.0; 16.0; 24.0; 4.0; 24.0; 16.0; 6.0; 24.0; 16.0; 24.0; 18.0; 8.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 24.0; 8.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 8.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 2.0; 18.0; 24.0; 8.0; 16.0; 24.0; 16.0; 84.0; 32.0; 48.0; 24.0; 2.0; 18.0; 16.0; 8.0; 36.0; 24.0; 24.0; 8.0; 8.0; 20.0; 24.0; 24.0; 12.0; 16.0; 60.0; 4.0; 8.0; 24.0; 12.0; 60.0; 12.0; 48.0; 24.0; 24.0; 24.0; 24.0; 6.0; 96.0; 8.0; 24.0; 8.0; 24.0; 8.0; 48.0; 16.0; 24.0; 48.0; 12.0; 36.0; 60.0; 12.0; 36.0; 12.0; 8.0; 36.0; 36.0; 36.0; 12.0; 8.0; 8.0; 24.0; 32.0; 16.0]
dataset1,laxus,900,120,0.25,0,1789.218026,5,4854,42.5000,4,122,2604,8.523529412,84,171018,0,[0; 0; 0; 2; 2],[11; 11; 28; 28; 40],[29; 29; 12; 12; 0],[0; 36; 36; 90; 90],[90; 54; 54; 0; 0],[750; 2220; 2970; 4104; 4854],[0; 1470.0; 0; 1134.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 2.0; 24.0; 4.0; 48.0; 24.0; 12.0; 24.0; 4.0; 6.0; 32.0; 36.0; 16.0; 6.0; 28.0; 4.0; 20.0; 8.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 20.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 72.0; 2.0; 48.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 20.0; 40.0; 20.0; 24.0; 24.0; 8.0; 16.0; 48.0; 36.0; 24.0; 2.0; 18.0; 4.0; 2.0; 16.0; 36.0; 24.0; 24.0; 24.0; 4.0; 24.0; 8.0; 12.0; 8.0; 24.0; 8.0; 36.0; 12.0; 36.0; 84.0; 8.0; 24.0; 84.0; 6.0; 12.0; 24.0; 8.0; 4.0; 24.0; 16.0; 6.0; 32.0; 4.0; 48.0; 4.0; 12.0; 8.0; 24.0; 36.0; 36.0; 8.0; 12.0; 8.0; 8.0; 72.0; 4.0; 16.0]
dataset1,laxus,900,120,0.5,0,1688.973072,5,4778,40.5000,8,118,2528,8.626747196,96,172972,0,[0; 0; 0; 4; 4],[11; 11; 25; 25; 40],[29; 29; 15; 15; 0],[0; 33; 33; 90; 90],[90; 57; 57; 0; 0],[750; 1808; 2558; 4028; 4778],[0; 1058.0; 0; 1470.0; 0],[16.0; 24.0; 16.0; 24.0; 4.0; 24.0; 16.0; 6.0; 24.0; 16.0; 24.0; 18.0; 36.0; 12.0; 4.0; 12.0; 12.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 8.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 6.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 2.0; 18.0; 8.0; 8.0; 16.0; 24.0; 16.0; 96.0; 24.0; 60.0; 24.0; 4.0; 18.0; 16.0; 8.0; 36.0; 40.0; 24.0; 8.0; 16.0; 8.0; 36.0; 24.0; 8.0; 16.0; 18.0; 8.0; 8.0; 24.0; 12.0; 60.0; 12.0; 36.0; 40.0; 36.0; 16.0; 24.0; 36.0; 84.0; 12.0; 24.0; 8.0; 24.0; 16.0; 24.0; 32.0; 4.0; 16.0; 12.0; 24.0; 72.0; 8.0; 48.0; 12.0; 8.0; 36.0; 48.0; 60.0; 12.0; 8.0; 8.0; 18.0; 32.0; 24.0]
dataset1,laxus,1000,120,0.5,0,1892.997362,5,4778,40.5000,8,118,2528,8.626747196,96,172972,0,[0; 0; 0; 4; 4],[11; 11; 25; 25; 40],[29; 29; 15; 15; 0],[0; 33; 33; 90; 90],[90; 57; 57; 0; 0],[750; 1808; 2558; 4028; 4778],[0; 1058.0; 0; 1470.0; 0],[16.0; 24.0; 16.0; 24.0; 4.0; 24.0; 16.0; 6.0; 24.0; 16.0; 24.0; 18.0; 36.0; 12.0; 4.0; 12.0; 12.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 8.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 6.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 2.0; 18.0; 8.0; 8.0; 16.0; 24.0; 16.0; 96.0; 24.0; 60.0; 24.0; 4.0; 18.0; 16.0; 8.0; 36.0; 40.0; 24.0; 8.0; 16.0; 8.0; 36.0; 24.0; 8.0; 16.0; 18.0; 8.0; 8.0; 24.0; 12.0; 60.0; 12.0; 36.0; 40.0; 36.0; 16.0; 24.0; 36.0; 84.0; 12.0; 24.0; 8.0; 24.0; 16.0; 24.0; 32.0; 4.0; 16.0; 12.0; 24.0; 72.0; 8.0; 48.0; 12.0; 8.0; 36.0; 48.0; 60.0; 12.0; 8.0; 8.0; 18.0; 32.0; 24.0]
dataset1,laxus,600,120,0.25,0,1231.703662,5,4902,40.5000,2,125,2652,8.481377152,84,173316,0,[0; 0; 0; 1; 1],[11; 11; 28; 28; 40],[29; 29; 12; 12; 0],[0; 36; 36; 90; 90],[90; 54; 54; 0; 0],[750; 2262; 3012; 4152; 4902],[0; 1512.0; 0; 1140.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 12.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 12.0; 32.0; 36.0; 16.0; 6.0; 28.0; 4.0; 20.0; 8.0; 24.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 72.0; 2.0; 48.0; 6.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 24.0; 20.0; 24.0; 20.0; 72.0; 12.0; 16.0; 16.0; 24.0; 48.0; 32.0; 4.0; 24.0; 4.0; 12.0; 12.0; 36.0; 8.0; 24.0; 12.0; 36.0; 12.0; 12.0; 4.0; 24.0; 6.0; 24.0; 16.0; 24.0; 84.0; 8.0; 36.0; 24.0; 6.0; 12.0; 32.0; 24.0; 4.0; 24.0; 12.0; 6.0; 24.0; 12.0; 36.0; 10.0; 12.0; 8.0; 36.0; 36.0; 36.0; 16.0; 12.0; 8.0; 8.0; 36.0; 24.0; 24.0; 16.0]
dataset1,laxus,500,120,0.25,0,1046.946117,5,4914,40.5000,2,125,2664,8.525821596,84,173460,0,[0; 0; 0; 1; 1],[11; 11; 28; 28; 40],[29; 29; 12; 12; 0],[0; 36; 36; 90; 90],[90; 54; 54; 0; 0],[750; 2262; 3012; 4164; 4914],[0; 1512.0; 0; 1152.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 12.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 12.0; 32.0; 36.0; 16.0; 6.0; 28.0; 4.0; 20.0; 8.0; 24.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 72.0; 2.0; 48.0; 6.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 24.0; 20.0; 24.0; 20.0; 72.0; 12.0; 16.0; 16.0; 24.0; 48.0; 32.0; 4.0; 24.0; 4.0; 12.0; 12.0; 36.0; 8.0; 24.0; 12.0; 36.0; 12.0; 12.0; 4.0; 24.0; 6.0; 24.0; 16.0; 24.0; 84.0; 8.0; 48.0; 24.0; 6.0; 12.0; 32.0; 24.0; 4.0; 24.0; 12.0; 6.0; 24.0; 12.0; 36.0; 10.0; 12.0; 8.0; 36.0; 36.0; 36.0; 16.0; 12.0; 8.0; 8.0; 36.0; 24.0; 24.0; 16.0]
dataset1,laxus,700,120,0.25,0,1417.955453,5,4926,40.5000,6,122,2676,8.834735414,96,175080,0,[0; 0; 0; 3; 3],[11; 11; 27; 27; 40],[29; 29; 13; 13; 0],[0; 35; 35; 90; 90],[90; 55; 55; 0; 0],[750; 2126; 2876; 4176; 4926],[0; 1376.0; 0; 1300.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 8.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 6.0; 32.0; 36.0; 16.0; 6.0; 28.0; 4.0; 20.0; 8.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 2.0; 48.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 20.0; 24.0; 20.0; 84.0; 24.0; 8.0; 16.0; 36.0; 48.0; 24.0; 4.0; 24.0; 4.0; 24.0; 16.0; 36.0; 8.0; 18.0; 12.0; 24.0; 8.0; 12.0; 20.0; 32.0; 8.0; 48.0; 12.0; 24.0; 96.0; 8.0; 6.0; 96.0; 6.0; 24.0; 24.0; 32.0; 4.0; 8.0; 16.0; 6.0; 8.0; 16.0; 48.0; 48.0; 16.0; 12.0; 20.0; 24.0; 36.0; 36.0; 16.0; 24.0; 8.0; 8.0; 60.0; 4.0; 8.0; 8.0]
dataset1,laxus,300,120,0.75,0,637.9230471,7,5140,37.5000,4,127,2240,6.507936508,84,175344,0,[0; 0; 0; 1; 1; 1; 1],[11; 11; 28; 28; 38; 38; 40],[29; 29; 12; 12; 2; 2; 0],[0; 35; 35; 80; 80; 90; 90],[90; 55; 55; 10; 10; 0; 0],[750; 2022; 2772; 3658; 4408; 4490; 5140],[0; 1272.0; 0; 886.0; 0; 82.0; 0],[12.0; 16.0; 24.0; 4.0; 24.0; 32.0; 6.0; 18.0; 16.0; 4.0; 24.0; 18.0; 4.0; 2.0; 24.0; 24.0; 48.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 16.0; 24.0; 4.0; 8.0; 32.0; 4.0; 2.0; 20.0; 12.0; 12.0; 16.0; 48.0; 8.0; 24.0; 12.0; 36.0; 40.0; 16.0; 60.0; 4.0; 8.0; 16.0; 6.0; 8.0; 8.0; 8.0; 6.0; 60.0; 8.0; 8.0; 6.0; 12.0; 24.0; 24.0; 8.0; 72.0; 12.0; 16.0; 12.0; 18.0; 32.0; 6.0; 12.0; 24.0; 8.0; 20.0; 24.0; 40.0; 12.0; 84.0; 16.0; 24.0; 24.0; 36.0; 48.0; 4.0; 18.0; 8.0; 8.0; 48.0; 8.0; 40.0; 4.0; 24.0; 8.0; 18.0; 8.0; 4.0; 24.0; 24.0; 6.0; 8.0; 18.0; 24.0; 24.0; 16.0; 40.0; 4.0; 24.0; 16.0; 24.0; 16.0; 12.0; 32.0; 8.0; 18.0; 12.0; 36.0; 4.0; 8.0; 4.0; 16.0; 24.0; 12.0; 12.0; 6.0; 8.0; 4.0; 4.0; 8.0; 12.0; 12.0; 8.0; 8.0]
dataset1,laxus,1000,120,0.25,0,2012.518519,7,5176,41.7857,4,121,2376,6.323675739,72,175876,0,[0; 0; 0; 1; 1; 1; 1],[11; 11; 28; 28; 39; 39; 40],[29; 29; 12; 12; 1; 1; 0],[0; 36; 36; 87; 87; 90; 90],[90; 54; 54; 3; 3; 0; 0],[750; 2184; 2934; 3862; 4612; 4626; 5176],[0; 1434.0; 0; 928.0; 0; 14.0; 0],[56.0; 12.0; 16.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 2.0; 24.0; 4.0; 48.0; 24.0; 12.0; 24.0; 4.0; 6.0; 32.0; 36.0; 16.0; 6.0; 20.0; 4.0; 20.0; 8.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 60.0; 20.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 72.0; 2.0; 48.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 20.0; 40.0; 20.0; 24.0; 12.0; 16.0; 8.0; 30.0; 24.0; 8.0; 18.0; 8.0; 2.0; 16.0; 32.0; 16.0; 24.0; 24.0; 8.0; 24.0; 8.0; 24.0; 2.0; 36.0; 12.0; 18.0; 72.0; 8.0; 6.0; 24.0; 6.0; 12.0; 24.0; 40.0; 4.0; 8.0; 12.0; 6.0; 24.0; 12.0; 36.0; 4.0; 12.0; 8.0; 36.0; 36.0; 36.0; 12.0; 24.0; 8.0; 8.0; 24.0; 16.0; 16.0; 6.0; 6.0; 2.0]
dataset1,laxus,400,120,0.5,0,860.6103723,5,4950,40.5000,12,121,2700,9.046929825,96,177928,0,[0; 0; 0; 6; 6],[11; 11; 25; 25; 40],[29; 29; 15; 15; 0],[0; 33; 33; 90; 90],[90; 57; 57; 0; 0],[750; 1862; 2612; 4200; 4950],[0; 1112.0; 0; 1588.0; 0],[24.0; 24.0; 16.0; 24.0; 4.0; 24.0; 24.0; 6.0; 24.0; 16.0; 24.0; 18.0; 8.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 12.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 4.0; 8.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 2.0; 18.0; 24.0; 8.0; 16.0; 24.0; 16.0; 84.0; 16.0; 60.0; 24.0; 2.0; 48.0; 16.0; 16.0; 36.0; 32.0; 24.0; 24.0; 16.0; 20.0; 60.0; 24.0; 16.0; 8.0; 36.0; 4.0; 4.0; 16.0; 12.0; 48.0; 12.0; 48.0; 24.0; 36.0; 16.0; 16.0; 36.0; 96.0; 16.0; 24.0; 8.0; 32.0; 32.0; 24.0; 8.0; 24.0; 48.0; 12.0; 48.0; 72.0; 4.0; 36.0; 6.0; 8.0; 36.0; 60.0; 36.0; 16.0; 24.0; 8.0; 48.0; 12.0; 16.0]
dataset1,laxus,300,120,1,0,579.8395691,5,4902,43.5000,6,116,2652,9.274536585,84,179220,0,[0; 0; 0; 3; 3],[11; 11; 28; 28; 40],[29; 29; 12; 12; 0],[0; 49; 49; 90; 90],[90; 41; 41; 0; 0],[750; 2406; 3156; 4152; 4902],[0; 1656.0; 0; 996.0; 0],[32.0; 24.0; 24.0; 40.0; 4.0; 24.0; 24.0; 24.0; 4.0; 24.0; 8.0; 8.0; 72.0; 12.0; 2.0; 48.0; 24.0; 36.0; 12.0; 8.0; 32.0; 48.0; 12.0; 32.0; 8.0; 36.0; 8.0; 16.0; 28.0; 8.0; 16.0; 20.0; 16.0; 8.0; 40.0; 12.0; 12.0; 12.0; 36.0; 48.0; 16.0; 24.0; 4.0; 16.0; 8.0; 16.0; 6.0; 20.0; 8.0; 32.0; 20.0; 48.0; 8.0; 36.0; 12.0; 6.0; 12.0; 24.0; 24.0; 12.0; 6.0; 24.0; 20.0; 48.0; 12.0; 28.0; 12.0; 72.0; 24.0; 24.0; 8.0; 24.0; 24.0; 56.0; 20.0; 72.0; 36.0; 24.0; 16.0; 8.0; 8.0; 24.0; 12.0; 24.0; 8.0; 48.0; 2.0; 12.0; 12.0; 8.0; 24.0; 6.0; 24.0; 48.0; 8.0; 18.0; 84.0; 24.0; 12.0; 16.0; 48.0; 16.0; 24.0; 24.0; 24.0; 32.0; 12.0; 36.0; 6.0; 20.0; 12.0; 24.0; 48.0; 8.0; 60.0; 24.0]
dataset1,laxus,200,120,1,0,403.9933558,5,4884,43.5000,4,122,2634,8.724761905,84,180316,0,[0; 0; 0; 2; 2],[11; 11; 28; 28; 40],[29; 29; 12; 12; 0],[0; 48; 48; 90; 90],[90; 42; 42; 0; 0],[750; 2438; 3188; 4134; 4884],[0; 1688.0; 0; 946.0; 0],[32.0; 24.0; 24.0; 40.0; 4.0; 24.0; 24.0; 6.0; 24.0; 4.0; 24.0; 8.0; 32.0; 72.0; 24.0; 2.0; 48.0; 40.0; 36.0; 12.0; 8.0; 12.0; 48.0; 4.0; 12.0; 32.0; 8.0; 36.0; 8.0; 16.0; 28.0; 8.0; 16.0; 12.0; 24.0; 16.0; 8.0; 40.0; 12.0; 12.0; 12.0; 36.0; 16.0; 16.0; 24.0; 4.0; 24.0; 8.0; 16.0; 6.0; 20.0; 8.0; 32.0; 20.0; 48.0; 8.0; 36.0; 12.0; 8.0; 6.0; 12.0; 24.0; 24.0; 24.0; 6.0; 24.0; 20.0; 48.0; 12.0; 28.0; 12.0; 72.0; 24.0; 24.0; 18.0; 8.0; 24.0; 24.0; 16.0; 20.0; 84.0; 24.0; 24.0; 8.0; 12.0; 24.0; 16.0; 24.0; 8.0; 12.0; 6.0; 12.0; 12.0; 16.0; 12.0; 6.0; 24.0; 60.0; 24.0; 24.0; 84.0; 36.0; 8.0; 24.0; 16.0; 48.0; 12.0; 24.0; 8.0; 24.0; 24.0; 8.0; 24.0; 6.0; 8.0; 24.0; 48.0; 12.0; 4.0; 24.0; 32.0; 16.0]
dataset1,laxus,400,120,1,0,766.329061,7,5252,44.6429,0,112,2452,6.957545272,84,180404,0,[0; 0; 0; 0; 0; 0; 0],[11; 11; 29; 29; 39; 39; 40],[29; 29; 11; 11; 1; 1; 0],[0; 49; 49; 89; 89; 90; 90],[90; 41; 41; 1; 1; 0; 0],[750; 2440; 3190; 3946; 4696; 4702; 5252],[0; 1690.0; 0; 756.0; 0; 6.0; 0],[32.0; 24.0; 24.0; 40.0; 4.0; 24.0; 24.0; 24.0; 4.0; 24.0; 4.0; 8.0; 72.0; 12.0; 2.0; 48.0; 24.0; 36.0; 12.0; 24.0; 48.0; 12.0; 32.0; 8.0; 36.0; 8.0; 28.0; 8.0; 16.0; 20.0; 16.0; 48.0; 40.0; 12.0; 12.0; 36.0; 48.0; 16.0; 4.0; 16.0; 8.0; 16.0; 36.0; 20.0; 8.0; 32.0; 20.0; 84.0; 8.0; 36.0; 12.0; 6.0; 12.0; 24.0; 24.0; 12.0; 6.0; 24.0; 20.0; 48.0; 12.0; 28.0; 12.0; 72.0; 24.0; 24.0; 8.0; 24.0; 24.0; 56.0; 20.0; 24.0; 24.0; 8.0; 6.0; 8.0; 8.0; 12.0; 24.0; 12.0; 8.0; 8.0; 6.0; 12.0; 16.0; 6.0; 4.0; 24.0; 6.0; 32.0; 18.0; 16.0; 6.0; 24.0; 24.0; 12.0; 24.0; 72.0; 16.0; 24.0; 16.0; 24.0; 12.0; 36.0; 8.0; 12.0; 24.0; 24.0; 12.0; 72.0; 32.0; 6.0]
dataset1,laxus,500,120,0.75,0,1058.270651,9,5454,40.8333,6,125,2104,7.432383581,60,182628,0,[0; 0; 0; 1; 1; 1; 1; 1; 1],[11; 11; 27; 27; 38; 38; 39; 39; 40],[29; 29; 13; 13; 2; 2; 1; 1; 0],[0; 34; 34; 83; 83; 89; 89; 90; 90],[90; 56; 56; 7; 7; 1; 1; 0; 0],[750; 1862; 2612; 3532; 4282; 4330; 4880; 4904; 5454],[0; 1112.0; 0; 920.0; 0; 48.0; 0; 24.0; 0],[24.0; 16.0; 24.0; 4.0; 24.0; 32.0; 6.0; 18.0; 16.0; 2.0; 24.0; 24.0; 4.0; 2.0; 24.0; 24.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 8.0; 32.0; 2.0; 16.0; 12.0; 12.0; 16.0; 48.0; 8.0; 24.0; 12.0; 36.0; 40.0; 16.0; 60.0; 4.0; 8.0; 6.0; 8.0; 8.0; 8.0; 6.0; 8.0; 8.0; 6.0; 12.0; 24.0; 24.0; 8.0; 12.0; 12.0; 16.0; 8.0; 18.0; 32.0; 6.0; 12.0; 24.0; 8.0; 8.0; 24.0; 40.0; 12.0; 16.0; 24.0; 24.0; 24.0; 4.0; 4.0; 8.0; 12.0; 48.0; 16.0; 40.0; 4.0; 24.0; 6.0; 8.0; 24.0; 4.0; 16.0; 20.0; 60.0; 12.0; 24.0; 8.0; 18.0; 8.0; 12.0; 12.0; 16.0; 4.0; 32.0; 12.0; 6.0; 16.0; 24.0; 16.0; 2.0; 18.0; 60.0; 6.0; 48.0; 4.0; 8.0; 24.0; 48.0; 16.0; 24.0; 16.0; 36.0; 4.0; 24.0; 6.0; 6.0; 4.0; 4.0; 4.0; 24.0]
