dataset,algorithm,n_gen,pop_size,cross_prob,weights,execution_time,maintenance_batches,maintenance_duration,consolidation_rate,sla_violations,migrations,overall_migration_duration,avg_migration_duration,longest_migration_duration,vulnerability_surface,overloaded_servers,sla_violations_per_batch,updated_servers_per_batch,outdated_servers_per_batch,safeguarded_services_per_batch,vulnerable_services_per_batch,maintenance_duration_per_batch,migrations_duration_per_batch,duration_of_each_migration
dataset1,laxus,200,120,0.75,0,465.7370574,7,5280,40.3571,4,133,2380,6.496146876,72,182668,0,[0; 0; 0; 1; 1; 1; 1],[11; 11; 28; 28; 38; 38; 40],[29; 29; 12; 12; 2; 2; 0],[0; 34; 34; 80; 80; 90; 90],[90; 56; 56; 10; 10; 0; 0],[750; 2146; 2896; 3798; 4548; 4630; 5280],[0; 1396.0; 0; 902.0; 0; 82.0; 0],[12.0; 16.0; 24.0; 4.0; 24.0; 32.0; 24.0; 18.0; 16.0; 8.0; 24.0; 60.0; 4.0; 2.0; 24.0; 24.0; 48.0; 12.0; 4.0; 12.0; 12.0; 8.0; 12.0; 16.0; 24.0; 4.0; 8.0; 32.0; 4.0; 2.0; 20.0; 12.0; 8.0; 12.0; 48.0; 48.0; 8.0; 24.0; 12.0; 36.0; 40.0; 16.0; 60.0; 4.0; 8.0; 16.0; 6.0; 8.0; 8.0; 8.0; 6.0; 60.0; 36.0; 8.0; 8.0; 6.0; 12.0; 24.0; 24.0; 8.0; 72.0; 12.0; 16.0; 12.0; 18.0; 8.0; 6.0; 12.0; 24.0; 8.0; 24.0; 24.0; 40.0; 12.0; 24.0; 16.0; 60.0; 24.0; 36.0; 24.0; 16.0; 12.0; 8.0; 6.0; 36.0; 8.0; 8.0; 8.0; 12.0; 32.0; 2.0; 24.0; 8.0; 16.0; 8.0; 8.0; 24.0; 16.0; 8.0; 18.0; 24.0; 12.0; 12.0; 16.0; 8.0; 24.0; 24.0; 24.0; 16.0; 40.0; 12.0; 6.0; 2.0; 48.0; 8.0; 36.0; 36.0; 12.0; 12.0; 8.0; 12.0; 24.0; 24.0; 18.0; 6.0; 6.0; 8.0; 12.0; 8.0; 2.0; 18.0; 2.0; 2.0]
dataset1,laxus,700,120,0.5,0,1435.03649,7,5504,42.5000,16,121,2504,7.404383976,96,182776,0,[0; 0; 0; 4; 4; 4; 4],[11; 11; 25; 25; 39; 39; 40],[29; 29; 15; 15; 1; 1; 0],[0; 33; 33; 86; 86; 90; 90],[90; 57; 57; 4; 4; 0; 0],[750; 1836; 2586; 3968; 4718; 4754; 5504],[0; 1086.0; 0; 1382.0; 0; 36.0; 0],[24.0; 24.0; 16.0; 24.0; 4.0; 24.0; 16.0; 6.0; 24.0; 16.0; 24.0; 18.0; 8.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 16.0; 8.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 6.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 2.0; 18.0; 24.0; 8.0; 16.0; 16.0; 96.0; 16.0; 48.0; 32.0; 16.0; 18.0; 8.0; 4.0; 36.0; 16.0; 12.0; 8.0; 8.0; 12.0; 48.0; 24.0; 12.0; 16.0; 36.0; 4.0; 4.0; 24.0; 12.0; 48.0; 16.0; 18.0; 16.0; 36.0; 6.0; 96.0; 16.0; 48.0; 4.0; 32.0; 40.0; 48.0; 8.0; 4.0; 16.0; 24.0; 72.0; 12.0; 48.0; 16.0; 8.0; 36.0; 36.0; 36.0; 20.0; 8.0; 8.0; 24.0; 32.0; 40.0; 8.0; 8.0; 8.0; 12.0]
dataset1,laxus,800,120,0.5,0,1622.497502,7,5472,41.0714,12,120,2572,7.429560915,96,183460,0,[0; 0; 0; 3; 3; 3; 3],[11; 11; 25; 25; 39; 39; 40],[29; 29; 15; 15; 1; 1; 0],[0; 33; 33; 88; 88; 90; 90],[90; 57; 57; 2; 2; 0; 0],[750; 1818; 2568; 4056; 4806; 4822; 5472],[0; 1068.0; 0; 1488.0; 0; 16.0; 0],[16.0; 24.0; 16.0; 24.0; 4.0; 24.0; 16.0; 6.0; 24.0; 16.0; 24.0; 18.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 16.0; 16.0; 48.0; 8.0; 4.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 12.0; 2.0; 6.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 4.0; 18.0; 8.0; 8.0; 16.0; 24.0; 16.0; 96.0; 48.0; 24.0; 2.0; 18.0; 8.0; 8.0; 36.0; 32.0; 60.0; 32.0; 32.0; 12.0; 36.0; 32.0; 12.0; 16.0; 18.0; 8.0; 4.0; 24.0; 8.0; 60.0; 12.0; 36.0; 32.0; 36.0; 24.0; 40.0; 24.0; 96.0; 8.0; 24.0; 20.0; 24.0; 8.0; 6.0; 16.0; 24.0; 40.0; 16.0; 48.0; 60.0; 8.0; 48.0; 20.0; 6.0; 48.0; 36.0; 36.0; 12.0; 8.0; 12.0; 18.0; 16.0; 8.0; 8.0]
dataset1,laxus,800,120,0.25,0,1671.589886,7,5284,42.5000,4,122,2384,6.810467665,72,184954,0,[0; 0; 0; 1; 1; 1; 1],[11; 11; 28; 28; 38; 38; 40],[29; 29; 12; 12; 2; 2; 0],[0; 36; 36; 82; 82; 90; 90],[90; 54; 54; 8; 8; 0; 0],[750; 2192; 2942; 3826; 4576; 4634; 5284],[0; 1442.0; 0; 884.0; 0; 58.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 2.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 6.0; 32.0; 36.0; 16.0; 6.0; 28.0; 4.0; 20.0; 8.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 72.0; 2.0; 48.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 8.0; 36.0; 8.0; 24.0; 2.0; 24.0; 20.0; 24.0; 20.0; 72.0; 36.0; 8.0; 16.0; 36.0; 30.0; 24.0; 2.0; 24.0; 4.0; 12.0; 16.0; 36.0; 8.0; 12.0; 4.0; 24.0; 8.0; 12.0; 4.0; 24.0; 8.0; 36.0; 4.0; 72.0; 8.0; 24.0; 24.0; 6.0; 12.0; 24.0; 8.0; 4.0; 24.0; 12.0; 24.0; 36.0; 4.0; 20.0; 36.0; 12.0; 8.0; 2.0; 24.0; 16.0; 24.0; 6.0; 12.0; 4.0; 4.0; 12.0; 12.0; 4.0; 4.0]
dataset1,laxus,300,120,0.25,0,676.6634314,7,5636,40.3571,8,128,2736,6.721174004,84,187736,0,[0; 0; 0; 2; 2; 2; 2],[11; 11; 27; 27; 39; 39; 40],[29; 29; 13; 13; 1; 1; 0],[0; 34; 34; 87; 87; 90; 90],[90; 56; 56; 3; 3; 0; 0],[750; 2174; 2924; 4228; 4978; 4986; 5636],[0; 1424.0; 0; 1304.0; 0; 8.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 24.0; 4.0; 20.0; 24.0; 18.0; 4.0; 12.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 12.0; 32.0; 36.0; 16.0; 12.0; 32.0; 4.0; 20.0; 8.0; 24.0; 40.0; 24.0; 8.0; 24.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 16.0; 32.0; 12.0; 12.0; 2.0; 24.0; 4.0; 8.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 12.0; 36.0; 8.0; 18.0; 2.0; 24.0; 24.0; 24.0; 24.0; 20.0; 84.0; 24.0; 16.0; 8.0; 24.0; 24.0; 12.0; 36.0; 6.0; 12.0; 36.0; 24.0; 24.0; 12.0; 36.0; 12.0; 24.0; 12.0; 24.0; 6.0; 48.0; 18.0; 84.0; 16.0; 24.0; 24.0; 84.0; 8.0; 12.0; 32.0; 32.0; 4.0; 24.0; 24.0; 6.0; 16.0; 36.0; 72.0; 4.0; 24.0; 12.0; 8.0; 36.0; 36.0; 36.0; 12.0; 12.0; 8.0; 24.0; 8.0; 36.0; 4.0; 24.0; 2.0; 2.0; 4.0]
dataset1,laxus,400,120,0.25,0,885.1109769,7,5598,42.5000,18,126,2698,7.575981162,84,187782,0,[0; 0; 0; 4; 4; 5; 5],[11; 11; 27; 27; 39; 39; 40],[29; 29; 13; 13; 1; 1; 0],[0; 35; 35; 86; 86; 90; 90],[90; 55; 55; 4; 4; 0; 0],[750; 2198; 2948; 4162; 4912; 4948; 5598],[0; 1448.0; 0; 1214.0; 0; 36.0; 0],[56.0; 12.0; 28.0; 4.0; 24.0; 6.0; 18.0; 4.0; 20.0; 24.0; 18.0; 4.0; 12.0; 24.0; 4.0; 48.0; 8.0; 12.0; 24.0; 4.0; 12.0; 32.0; 36.0; 16.0; 6.0; 32.0; 4.0; 20.0; 8.0; 24.0; 40.0; 24.0; 8.0; 56.0; 24.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 24.0; 8.0; 6.0; 28.0; 8.0; 32.0; 12.0; 12.0; 2.0; 48.0; 6.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 40.0; 16.0; 12.0; 36.0; 8.0; 24.0; 2.0; 24.0; 24.0; 20.0; 24.0; 20.0; 72.0; 24.0; 8.0; 8.0; 36.0; 36.0; 24.0; 4.0; 8.0; 8.0; 24.0; 36.0; 8.0; 24.0; 12.0; 24.0; 8.0; 20.0; 24.0; 6.0; 24.0; 8.0; 48.0; 72.0; 8.0; 36.0; 84.0; 12.0; 16.0; 24.0; 4.0; 24.0; 12.0; 24.0; 24.0; 12.0; 36.0; 60.0; 8.0; 12.0; 8.0; 36.0; 36.0; 36.0; 16.0; 24.0; 8.0; 8.0; 36.0; 12.0; 16.0; 16.0; 12.0; 8.0; 4.0; 12.0]
dataset1,laxus,300,120,0.5,0,672.170234,7,5520,41.7857,12,127,2720,7.464399093,96,191336,0,[0; 0; 0; 3; 3; 3; 3],[11; 11; 25; 25; 39; 39; 40],[29; 29; 15; 15; 1; 1; 0],[0; 34; 34; 87; 87; 90; 90],[90; 56; 56; 3; 3; 0; 0],[750; 1942; 2692; 4198; 4948; 4970; 5520],[0; 1192.0; 0; 1506.0; 0; 22.0; 0],[24.0; 24.0; 16.0; 24.0; 4.0; 24.0; 24.0; 6.0; 24.0; 16.0; 24.0; 18.0; 2.0; 4.0; 8.0; 36.0; 12.0; 4.0; 12.0; 12.0; 4.0; 12.0; 12.0; 24.0; 4.0; 6.0; 24.0; 4.0; 20.0; 8.0; 16.0; 48.0; 12.0; 12.0; 12.0; 60.0; 40.0; 16.0; 40.0; 60.0; 16.0; 12.0; 6.0; 8.0; 8.0; 8.0; 12.0; 2.0; 4.0; 8.0; 6.0; 48.0; 24.0; 6.0; 8.0; 8.0; 12.0; 12.0; 28.0; 12.0; 18.0; 8.0; 24.0; 4.0; 18.0; 24.0; 8.0; 16.0; 56.0; 16.0; 96.0; 16.0; 48.0; 32.0; 2.0; 36.0; 12.0; 24.0; 48.0; 24.0; 8.0; 16.0; 12.0; 24.0; 16.0; 32.0; 48.0; 20.0; 4.0; 24.0; 16.0; 36.0; 20.0; 18.0; 16.0; 48.0; 40.0; 24.0; 18.0; 96.0; 12.0; 60.0; 8.0; 24.0; 40.0; 6.0; 24.0; 32.0; 40.0; 16.0; 48.0; 60.0; 8.0; 48.0; 12.0; 8.0; 24.0; 36.0; 36.0; 20.0; 8.0; 12.0; 18.0; 32.0; 4.0; 12.0; 6.0]
dataset1,laxus,200,120,0.25,0,501.5111744,7,6024,43.9286,20,134,3224,8.478764479,96,217008,0,[0; 0; 0; 5; 5; 5; 5],[11; 11; 25; 25; 39; 39; 40],[29; 29; 15; 15; 1; 1; 0],[0; 31; 31; 88; 88; 90; 90],[90; 59; 59; 2; 2; 0; 0],[750; 2330; 3080; 4704; 5454; 5474; 6024],[0; 1580.0; 0; 1624.0; 0; 20.0; 0],[56.0; 12.0; 28.0; 16.0; 24.0; 6.0; 24.0; 16.0; 20.0; 24.0; 18.0; 4.0; 12.0; 24.0; 4.0; 48.0; 24.0; 12.0; 24.0; 4.0; 12.0; 32.0; 36.0; 16.0; 12.0; 32.0; 4.0; 8.0; 20.0; 8.0; 24.0; 40.0; 24.0; 8.0; 24.0; 24.0; 12.0; 12.0; 24.0; 48.0; 24.0; 16.0; 60.0; 20.0; 24.0; 6.0; 6.0; 8.0; 16.0; 32.0; 12.0; 12.0; 2.0; 24.0; 4.0; 8.0; 6.0; 48.0; 16.0; 6.0; 8.0; 48.0; 48.0; 16.0; 8.0; 96.0; 8.0; 60.0; 2.0; 24.0; 24.0; 24.0; 24.0; 20.0; 84.0; 48.0; 16.0; 20.0; 16.0; 60.0; 40.0; 16.0; 48.0; 12.0; 2.0; 32.0; 60.0; 16.0; 16.0; 36.0; 12.0; 24.0; 6.0; 12.0; 12.0; 24.0; 20.0; 48.0; 12.0; 24.0; 84.0; 16.0; 32.0; 24.0; 84.0; 12.0; 36.0; 24.0; 16.0; 12.0; 12.0; 16.0; 12.0; 6.0; 12.0; 24.0; 36.0; 72.0; 8.0; 6.0; 12.0; 12.0; 60.0; 36.0; 48.0; 16.0; 36.0; 32.0; 8.0; 48.0; 32.0; 24.0; 12.0; 8.0]
dataset1,laxus,100,120,1,0,242.321033,7,6032,37.5000,0,131,3232,10.63007055,84,221660,0,[0; 0; 0; 0; 0; 0; 0],[11; 11; 26; 26; 39; 39; 40],[29; 29; 14; 14; 1; 1; 0],[0; 40; 40; 88; 88; 90; 90],[90; 50; 50; 2; 2; 0; 0],[750; 2626; 3376; 4684; 5434; 5482; 6032],[0; 1876.0; 0; 1308.0; 0; 48.0; 0],[48.0; 24.0; 20.0; 40.0; 4.0; 24.0; 24.0; 60.0; 48.0; 4.0; 12.0; 8.0; 40.0; 72.0; 20.0; 20.0; 48.0; 40.0; 60.0; 12.0; 8.0; 12.0; 72.0; 4.0; 12.0; 32.0; 12.0; 36.0; 8.0; 16.0; 32.0; 8.0; 16.0; 12.0; 12.0; 48.0; 16.0; 8.0; 40.0; 12.0; 12.0; 12.0; 36.0; 16.0; 16.0; 24.0; 16.0; 16.0; 24.0; 16.0; 6.0; 24.0; 40.0; 32.0; 32.0; 16.0; 48.0; 8.0; 36.0; 12.0; 8.0; 8.0; 12.0; 24.0; 24.0; 24.0; 6.0; 12.0; 8.0; 12.0; 16.0; 12.0; 72.0; 24.0; 18.0; 18.0; 8.0; 24.0; 24.0; 16.0; 20.0; 72.0; 32.0; 12.0; 16.0; 32.0; 84.0; 36.0; 40.0; 8.0; 12.0; 36.0; 12.0; 16.0; 16.0; 24.0; 20.0; 48.0; 32.0; 72.0; 24.0; 48.0; 36.0; 24.0; 12.0; 48.0; 24.0; 20.0; 32.0; 8.0; 6.0; 16.0; 24.0; 12.0; 48.0; 18.0; 12.0; 12.0; 12.0; 36.0; 20.0; 16.0; 24.0; 20.0; 36.0; 8.0; 36.0; 24.0; 32.0; 24.0; 24.0]
dataset1,laxus,100,120,0.75,0,249.7562444,7,5926,36.7857,12,135,3126,9.582857143,72,229886,0,[0; 0; 0; 3; 3; 3; 3],[11; 11; 25; 25; 38; 38; 40],[29; 29; 15; 15; 2; 2; 0],[0; 35; 35; 85; 85; 90; 90],[90; 55; 55; 5; 5; 0; 0],[750; 2446; 3196; 4530; 5280; 5376; 5926],[0; 1696.0; 0; 1334.0; 0; 96.0; 0],[12.0; 24.0; 24.0; 4.0; 24.0; 32.0; 24.0; 24.0; 16.0; 8.0; 24.0; 72.0; 4.0; 2.0; 24.0; 24.0; 48.0; 12.0; 4.0; 12.0; 12.0; 8.0; 12.0; 24.0; 8.0; 16.0; 24.0; 12.0; 16.0; 32.0; 16.0; 8.0; 20.0; 48.0; 8.0; 36.0; 48.0; 48.0; 8.0; 32.0; 12.0; 12.0; 36.0; 56.0; 16.0; 60.0; 4.0; 12.0; 8.0; 16.0; 6.0; 8.0; 16.0; 32.0; 8.0; 6.0; 60.0; 36.0; 12.0; 8.0; 8.0; 12.0; 24.0; 24.0; 24.0; 8.0; 72.0; 48.0; 20.0; 12.0; 24.0; 8.0; 6.0; 12.0; 24.0; 8.0; 24.0; 24.0; 24.0; 12.0; 40.0; 24.0; 24.0; 16.0; 16.0; 48.0; 60.0; 48.0; 32.0; 12.0; 24.0; 28.0; 36.0; 12.0; 24.0; 24.0; 12.0; 8.0; 36.0; 8.0; 18.0; 8.0; 36.0; 32.0; 40.0; 20.0; 40.0; 32.0; 12.0; 40.0; 56.0; 40.0; 16.0; 18.0; 4.0; 12.0; 32.0; 12.0; 48.0; 36.0; 18.0; 16.0; 48.0; 12.0; 40.0; 8.0; 36.0; 48.0; 8.0; 16.0; 24.0; 16.0; 24.0; 8.0; 24.0]
dataset1,laxus,200,120,0.5,0,533.9540057,7,5770,35.3571,4,146,2770,8.323847153,96,271234,0,[0; 0; 0; 0; 0; 2; 2],[11; 11; 23; 23; 31; 31; 40],[29; 29; 17; 17; 9; 9; 0],[0; 29; 29; 58; 58; 90; 90],[90; 61; 61; 32; 32; 0; 0],[750; 1942; 2692; 3672; 4422; 5020; 5770],[0; 1192.0; 0; 980.0; 0; 598.0; 0],[24.0; 12.0; 16.0; 24.0; 4.0; 24.0; 24.0; 6.0; 24.0; 16.0; 24.0; 18.0; 2.0; 4.0; 8.0; 48.0; 12.0; 4.0; 16.0; 12.0; 4.0; 12.0; 16.0; 24.0; 12.0; 6.0; 8.0; 8.0; 20.0; 8.0; 16.0; 48.0; 12.0; 12.0; 12.0; 60.0; 24.0; 40.0; 60.0; 4.0; 16.0; 12.0; 6.0; 8.0; 8.0; 8.0; 12.0; 8.0; 36.0; 4.0; 8.0; 6.0; 48.0; 24.0; 24.0; 6.0; 8.0; 8.0; 12.0; 16.0; 28.0; 12.0; 18.0; 8.0; 18.0; 12.0; 18.0; 24.0; 8.0; 24.0; 16.0; 40.0; 12.0; 24.0; 36.0; 16.0; 48.0; 16.0; 12.0; 12.0; 16.0; 8.0; 12.0; 24.0; 4.0; 16.0; 6.0; 36.0; 40.0; 16.0; 24.0; 8.0; 12.0; 24.0; 24.0; 12.0; 4.0; 32.0; 40.0; 16.0; 40.0; 8.0; 48.0; 60.0; 8.0; 12.0; 24.0; 48.0; 48.0; 12.0; 8.0; 18.0; 16.0; 40.0; 96.0; 12.0; 16.0; 2.0; 36.0; 4.0; 24.0; 12.0; 12.0; 24.0; 24.0; 6.0; 8.0; 4.0; 6.0; 8.0; 12.0; 8.0; 12.0; 18.0; 60.0; 16.0; 12.0; 6.0; 8.0; 24.0; 24.0; 24.0; 12.0; 8.0; 36.0; 24.0]
dataset1,laxus,100,120,0.5,0,265.6436403,7,7000,34.6429,32,148,4000,9.379442509,132,282272,0,[0; 0; 0; 8; 8; 8; 8],[11; 11; 21; 21; 38; 38; 40],[29; 29; 19; 19; 2; 2; 0],[0; 29; 29; 84; 84; 90; 90],[90; 61; 61; 6; 6; 0; 0],[750; 2452; 3202; 5456; 6206; 6250; 7000],[0; 1702.0; 0; 2254.0; 0; 44.0; 0],[24.0; 24.0; 16.0; 24.0; 2.0; 24.0; 24.0; 6.0; 24.0; 16.0; 16.0; 24.0; 18.0; 2.0; 4.0; 36.0; 8.0; 48.0; 12.0; 24.0; 16.0; 12.0; 8.0; 12.0; 8.0; 24.0; 24.0; 12.0; 6.0; 8.0; 16.0; 20.0; 36.0; 8.0; 16.0; 48.0; 8.0; 40.0; 12.0; 12.0; 12.0; 12.0; 48.0; 32.0; 40.0; 60.0; 4.0; 20.0; 24.0; 6.0; 8.0; 16.0; 24.0; 40.0; 12.0; 12.0; 8.0; 36.0; 4.0; 8.0; 6.0; 48.0; 36.0; 24.0; 24.0; 6.0; 8.0; 8.0; 72.0; 40.0; 28.0; 12.0; 24.0; 8.0; 60.0; 12.0; 18.0; 24.0; 20.0; 32.0; 24.0; 20.0; 108.0; 32.0; 72.0; 28.0; 36.0; 48.0; 24.0; 16.0; 18.0; 24.0; 8.0; 32.0; 12.0; 40.0; 32.0; 24.0; 60.0; 32.0; 36.0; 32.0; 36.0; 32.0; 6.0; 8.0; 32.0; 8.0; 16.0; 60.0; 32.0; 36.0; 48.0; 64.0; 60.0; 132.0; 16.0; 24.0; 84.0; 56.0; 24.0; 24.0; 32.0; 24.0; 32.0; 64.0; 40.0; 20.0; 36.0; 84.0; 48.0; 6.0; 8.0; 84.0; 36.0; 36.0; 12.0; 48.0; 24.0; 36.0; 32.0; 40.0; 12.0; 4.0; 12.0; 8.0; 6.0; 2.0]
dataset1,laxus,100,120,0.25,0,278.0945609,7,6570,30.3571,6,147,3670,9.593389206,96,312892,0,[0; 0; 0; 1; 1; 2; 2],[11; 11; 23; 23; 34; 34; 40],[29; 29; 17; 17; 6; 6; 0],[0; 29; 29; 74; 74; 90; 90],[90; 61; 61; 16; 16; 0; 0],[750; 2706; 3456; 4952; 5702; 5920; 6570],[0; 1956.0; 0; 1496.0; 0; 218.0; 0],[56.0; 48.0; 12.0; 2.0; 24.0; 40.0; 6.0; 24.0; 16.0; 20.0; 24.0; 18.0; 20.0; 20.0; 24.0; 36.0; 48.0; 24.0; 24.0; 60.0; 4.0; 12.0; 32.0; 40.0; 36.0; 16.0; 12.0; 20.0; 16.0; 8.0; 20.0; 16.0; 24.0; 40.0; 24.0; 8.0; 24.0; 24.0; 12.0; 12.0; 36.0; 48.0; 24.0; 16.0; 60.0; 4.0; 20.0; 24.0; 6.0; 6.0; 8.0; 16.0; 32.0; 28.0; 12.0; 8.0; 48.0; 4.0; 20.0; 8.0; 40.0; 40.0; 24.0; 8.0; 16.0; 48.0; 40.0; 16.0; 8.0; 96.0; 8.0; 60.0; 2.0; 24.0; 24.0; 20.0; 40.0; 48.0; 20.0; 36.0; 24.0; 24.0; 48.0; 16.0; 4.0; 24.0; 20.0; 48.0; 40.0; 12.0; 8.0; 36.0; 8.0; 12.0; 8.0; 36.0; 16.0; 20.0; 24.0; 12.0; 36.0; 72.0; 24.0; 16.0; 36.0; 16.0; 24.0; 24.0; 32.0; 20.0; 4.0; 48.0; 12.0; 28.0; 64.0; 84.0; 72.0; 8.0; 20.0; 32.0; 24.0; 24.0; 48.0; 72.0; 8.0; 8.0; 72.0; 24.0; 20.0; 8.0; 40.0; 24.0; 8.0; 6.0; 4.0; 8.0; 12.0; 2.0; 6.0; 84.0; 4.0; 6.0; 12.0; 6.0; 24.0; 8.0; 4.0]